file_path,line_number,issue_type,code_snippet
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4375,"token","if (title) token.title = title;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4376,"token","return builder.pre.appendChild(token);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4381,"token","function buildTokenMeasure(builder, text, style, startStyle, endStyle) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4393,"token","buildToken(builder, ch, style,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4407,"token","function buildTokenSplitSpaces(inner) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4446,"token","builder.addToken(builder, allText.slice(at, at = styles[i]), styleToClass(styles[i+1]));"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4486,"token","var tokenText = end > upto ? text.slice(0, upto - pos) : text;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4487,"token","builder.addToken(builder, tokenText, style ? style + spanStyle : spanStyle,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror-accessible.js",4488,"token","spanStartStyle, pos + tokenText.length == nextChange ? spanEndStyle : "", title);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",872,"token","StringStream.prototype.baseToken = function () {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",874,"token","return oracle && oracle.baseToken(this.pos)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1012,"token","this.baseTokens = null;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1013,"token","this.baseTokenPos = 1;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1022,"token","Context.prototype.baseToken = function (n) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1023,"token","if (!this.baseTokens) { return null }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1024,"token","while (this.baseTokens[this.baseTokenPos] <= n)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1025,"token","{ this.baseTokenPos += 2; }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1026,"token","var type = this.baseTokens[this.baseTokenPos + 1];"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1028,"token","size: this.baseTokens[this.baseTokenPos] - n}"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1051,"token","// style strings), which is used to highlight the tokens on the"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1064,"token","context.baseTokens = st;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1069,"token","// Ensure there's a token end at the current position, and that i points at it"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1089,"token","context.baseTokens = null;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1090,"token","context.baseTokenPos = 1;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1140,"token","readToken(mode, stream, context.state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1152,"token","function readToken(mode, stream, state, inner) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1155,"token","var style = mode.token(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1161,"token","var Token = function(stream, type, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1168,"token","// Utility for getTokenAt and getLineTokens"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1169,"token","function takeToken(cm, pos, precise, asArray) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1173,"token","var stream = new StringStream(line.text, cm.options.tabSize, context), tokens;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1174,"token","if (asArray) { tokens = []; }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1177,"token","style = readToken(mode, stream, context.state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1178,"token","if (asArray) { tokens.push(new Token(stream, style, copyState(doc.mode, context.state))); }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1180,"token","return asArray ? tokens : new Token(stream, style, context.state)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1197,"token","// Run the given mode's parser over a line, calling f for each token."
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1212,"token","style = extractLineClasses(readToken(mode, stream, context.state, inner), lineClasses);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1701,"token","function interpretTokenStyle(style, options) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1728,"token","builder.addToken = buildToken;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1729,"token","// Optionally wire in some hacks into the token-rendering"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1732,"token","{ builder.addToken = buildTokenBadBidi(builder.addToken, order); }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1772,"token","var token = elt("span", "\u2022", "cm-invalidchar");"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1773,"token","token.title = "\\u" + ch.charCodeAt(0).toString(16);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1774,"token","token.setAttribute("aria-label", token.title);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1775,"token","return token"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1778,"token","// Build up the DOM representation for a single token, and add it to"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1780,"token","function buildToken(builder, text, style, startStyle, endStyle, css, attributes) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1835,"token","var token = elt("span", [content], fullStyle, css);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1838,"token","{ token.setAttribute(attr, attributes[attr]); } }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1840,"token","return builder.content.appendChild(token)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1862,"token","function buildTokenBadBidi(inner, order) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1904,"token","{ builder.addToken(builder, allText.slice(at, at = styles[i$1]), interpretTokenStyle(styles[i$1+1], builder.cm.options)); }"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1961,"token","var tokenText = end > upto ? text.slice(0, upto - pos) : text;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1962,"token","builder.addToken(builder, tokenText, style ? style + spanStyle : spanStyle,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1963,"token","spanStartStyle, pos + tokenText.length == nextChange ? spanEndStyle : "", css, attributes);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",1970,"token","style = interpretTokenStyle(styles[i++], builder.cm.options);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",2129,"token","// classes because the mode may output tokens that influence these"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",7675,"FIXME","throw new Error("inputStyle can not (yet) be changed in a running editor") // FIXME"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8204,"token","var mode = spec.token ? spec : CodeMirror.getMode(this.options, spec);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8254,"token","// Fetch the parser token for a given character. Useful for hacks"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8256,"token","getTokenAt: function(pos, precise) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8257,"token","return takeToken(this, pos, precise)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8260,"token","getLineTokens: function(line, precise) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8261,"token","return takeToken(this, Pos(line), precise, true)"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8264,"token","getTokenTypeAt: function(pos) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8283,"token","return CodeMirror.innerMode(mode, this.getTokenAt(pos).state).mode"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8809,"TODO","var start = (from.line >= cm.display.viewFrom && posToDOM(cm, from)) ||"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",8811,"TODO","var end = to.line < cm.display.viewTo && posToDOM(cm, to);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",9057,"TODO","function posToDOM(cm, pos) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",9191,"FIXME","// FIXME this is all really shaky. might handle the few cases it needs to handle, but likely to cause problems"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\codemirror.js",9690,"token","CodeMirror.defineMode("null", function () { return ({token: function (stream) { return stream.skipToEnd(); }}); });"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",5,"token","// Tokenizer"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",25,"token","state.tokenize = f;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",47,"token","function jsTokenBase(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",50,"token","return chain(stream, state, jsTokenString(ch));"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",63,"token","return chain(stream, state, jsTokenComment);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",95,"token","function jsTokenString(quote) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",98,"token","state.tokenize = jsTokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",103,"token","function jsTokenComment(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",107,"token","state.tokenize = jsTokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",317,"token","tokenize: jsTokenBase,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",328,"token","token: function(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",335,"token","var style = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\javascript.js",343,"token","if (state.tokenize != jsTokenBase) return 0;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",30,"token","// tokenizers"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",31,"token","function tokenTranspose(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",34,"token","state.tokenize = tokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",37,"token","state.tokenize = tokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",38,"token","return tokenBase(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",42,"token","function tokenComment(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",44,"token","state.tokenize = tokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",51,"token","function tokenBase(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",57,"token","state.tokenize = tokenComment;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",70,"token","stream.tokenize = tokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",90,"token","state.tokenize = tokenTranspose;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",104,"token","tokenize: tokenBase"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",108,"token","token: function(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",109,"token","var style = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\octave.js",111,"token","state.tokenize = tokenTranspose;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",53,"token","// tokenizers"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",54,"token","function tokenBase(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",108,"TODO","// TODO - Can you have imaginary longs?"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",122,"token","state.tokenize = tokenStringFactory(stream.current());"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",123,"token","return state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",156,"token","function tokenStringFactory(delimiter) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",163,"token","return function tokenString(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",172,"token","state.tokenize = tokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",182,"token","state.tokenize = tokenBase;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",245,"token","function tokenLexer(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",247,"token","var style = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",252,"token","style = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",263,"token","style = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",309,"token","tokenize: tokenBase,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",311,"token","lastToken: null,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",317,"token","token: function(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",318,"token","var style = tokenLexer(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",320,"token","state.lastToken = {style:style, content: stream.current()};"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\python.js",330,"token","if (state.tokenize != tokenBase) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\stex.js",173,"token","token: function(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",53,"token","// Return variables for tokenizers"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",58,"token","state.tokenize = parser;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",78,"token","state.tokenize = inBlock("meta", "?>");"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",82,"token","state.tokenize = inTag;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",107,"token","state.tokenize = inText;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",114,"token","state.tokenize = inText;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",117,"token","var next = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",120,"token","state.tokenize = inAttribute(ch);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",122,"token","return state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",133,"token","state.tokenize = inTag;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",147,"token","state.tokenize = inText;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",161,"token","state.tokenize = doctype(depth + 1);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",162,"token","return state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",165,"token","state.tokenize = inText;"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",168,"token","state.tokenize = doctype(depth - 1);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",169,"token","return state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",298,"token","var state = {tokenize: inText,"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",307,"token","token: function(stream, state) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",313,"token","var style = state.tokenize(stream, state);"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",326,"token","if (state.tokenize.isInAttribute) {"
"B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\CodeMirror\xml.js",333,"token","if (state.tokenize != inTag && state.tokenize != inText)"
